frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[459.1865234375 250.6304931640625 478.54803466796875 263.2690124511719],[202.8562469482422 329.0493469238281 285.6390686035156 361.886962890625],0.688136100769043,1225,0.8697413206100464
